"incident_date","incident_datetime","analysis_neighborhood","incident_category","incident_category","resolution","police_district","incident_description","incident_number"
"2024-05-06 00:00:00","2024-05-06 20:00:00","Glen Park","Burglary","Burglary","Open or Active","Ingleside","Burglary, Apartment House, Forcible Entry","240288567"
"2024-05-06 00:00:00","2024-05-06 20:00:00","South of Market","Malicious Mischief","Malicious Mischief","Open or Active","Southern","Malicious Mischief, Vandalism to Property","240289054"
"2024-05-06 00:00:00","2024-05-06 20:00:00","Lone Mountain/USF","Larceny Theft","Larceny Theft","Open or Active","Park","Theft, From Locked Vehicle, $200-$950","240286555"
"2024-05-06 00:00:00","2024-05-06 20:00:00","Bernal Heights","Larceny Theft","Larceny Theft","Cite or Arrest Adult","Ingleside","Theft, Shoplifting, $50-$200","240286000"
"2024-05-06 00:00:00","2024-05-06 20:00:00","Western Addition","Recovered Vehicle","Recovered Vehicle","Open or Active","Northern","Vehicle, Recovered, Auto","240285240"
"2024-05-06 00:00:00","2024-05-06 20:05:00","South of Market","Malicious Mischief","Malicious Mischief","Open or Active","Southern","Malicious Mischief, Breaking Windows","240286204"
"2024-05-06 00:00:00","2024-05-06 20:12:00","Bayview Hunters Point","Recovered Vehicle","Recovered Vehicle","Cite or Arrest Adult","Bayview","Vehicle, Recovered, Mobile Home or House Trailer","240270398"
"2024-05-06 00:00:00","2024-05-06 20:12:00","Bayview Hunters Point","Stolen Property","Stolen Property","Cite or Arrest Adult","Bayview","Stolen Property, Possession with Knowledge, Receiving","240270398"
"2024-05-06 00:00:00","2024-05-06 20:12:00","Bayview Hunters Point","Recovered Vehicle","Recovered Vehicle","Cite or Arrest Adult","Bayview","Vehicle, Recovered, Mobile Home or House Trailer","240270398"
"2024-05-06 00:00:00","2024-05-06 20:12:00","Bayview Hunters Point","Other Miscellaneous","Other Miscellaneous","Cite or Arrest Adult","Bayview","Driving, No License Issued","240270398"
"2024-05-06 00:00:00","2024-05-06 20:15:00","Financial District/South Beach","Larceny Theft","Larceny Theft","Open or Active","Southern","Theft, From Building, >$950","240287462"
"2024-05-06 00:00:00","2024-05-06 20:15:00","Tenderloin","Assault","Assault","Cite or Arrest Adult","Tenderloin","Battery","240286044"
"2024-05-06 00:00:00","2024-05-06 20:17:00","Western Addition","Miscellaneous Investigation","Miscellaneous Investigation","Open or Active","Northern","Miscellaneous Investigation","240287826"
"2024-05-06 00:00:00","2024-05-06 20:28:00","Excelsior","Larceny Theft","Larceny Theft","Cite or Arrest Adult","Ingleside","Theft, Shoplifting, <$50","240286038"
"2024-05-06 00:00:00","2024-05-06 20:30:00","Mission","Fraud","Fraud","Open or Active","Mission","Fraudulent Use Of Automated Teller Card","240286696"
"2024-05-06 00:00:00","2024-05-06 20:30:00","Bernal Heights","Larceny Theft","Larceny Theft","Open or Active","Ingleside","Theft, Shoplifting, <$50","240286050"
"2024-05-06 00:00:00","2024-05-06 20:40:00","Mission","Disorderly Conduct","Disorderly Conduct","Open or Active","Mission","Terrorist Threats","240286135"
"2024-05-06 00:00:00","2024-05-06 20:51:00","Tenderloin","Traffic Violation Arrest","Traffic Violation Arrest","Cite or Arrest Adult","Tenderloin","Traffic Violation Arrest","240286072"
"2024-05-06 00:00:00","2024-05-06 20:51:00","Tenderloin","Other Miscellaneous","Other Miscellaneous","Cite or Arrest Adult","Tenderloin","Driving, No License Issued","240286072"
"2024-05-06 00:00:00","2024-05-06 20:51:00","Tenderloin","Warrant","Warrant","Cite or Arrest Adult","Tenderloin","Warrant Arrest, Enroute To Outside Jurisdiction","240286072"
"2024-05-06 00:00:00","2024-05-06 20:57:00","Bernal Heights","Larceny Theft","Larceny Theft","Open or Active","Ingleside","Theft, Shoplifting, <$50","240286107"
"2024-05-06 00:00:00","2024-05-06 20:57:00","Bernal Heights","Other Miscellaneous","Other Miscellaneous","Open or Active","Ingleside","Investigative Detention","240286107"
"2024-05-06 00:00:00","2024-05-06 21:00:00","Mission","Non-Criminal","Non-Criminal","Open or Active","Mission","Found  Property","240286210"
"2024-05-06 00:00:00","2024-05-06 21:00:00","Oceanview/Merced/Ingleside","Larceny Theft","Larceny Theft","Open or Active","Taraval","Theft, From Locked Vehicle, Att.","240286878"
"2024-05-06 00:00:00","2024-05-06 21:00:00","Mission","Burglary","Burglary","Open or Active","Mission","Burglary, Hot Prowl, Forcible Entry","240288294"
"2024-05-06 00:00:00","2024-05-06 21:00:00","Bayview Hunters Point","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Bayview","Vehicle, Stolen, Auto","240286395"
"2024-05-06 00:00:00","2024-05-06 21:01:00","Excelsior","Larceny Theft","Larceny Theft","Cite or Arrest Adult","Ingleside","Theft, Shoplifting, <$50","240286066"
"2024-05-06 00:00:00","2024-05-06 21:23:00","Mission","Other","Other","Open or Active","Southern","Death Report, Cause Unknown","240286179"
"2024-05-06 00:00:00","2024-05-06 21:27:00","Mission","Larceny Theft","Larceny Theft","Open or Active","Mission","Theft, Shoplifting, >$950","240287337"
"2024-05-06 00:00:00","2024-05-06 21:27:00","Mission","Malicious Mischief","Malicious Mischief","Open or Active","Mission","Malicious Mischief, Vandalism to Property","240287337"
"2024-05-06 00:00:00","2024-05-06 21:30:00","Mission","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Mission","Vehicle, Stolen, Auto","240286373"
"2024-05-06 00:00:00","2024-05-06 21:30:00","Inner Sunset","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Taraval","Vehicle, Stolen, Auto","240286141"
"2024-05-06 00:00:00","2024-05-06 22:00:00","Bayview Hunters Point","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Bayview","Vehicle, Stolen, Auto","240286248"
"2024-05-06 00:00:00","2024-05-06 22:00:00","Oceanview/Merced/Ingleside","Larceny Theft","Larceny Theft","Open or Active","Taraval","Theft, From Locked Vehicle, $200-$950","240286646"
"2024-05-06 00:00:00","2024-05-06 22:00:00","Oceanview/Merced/Ingleside","Vandalism","Vandalism","Open or Active","Taraval","Vehicle, Tampering","240286646"
"2024-05-06 00:00:00","2024-05-06 22:00:00","Tenderloin","Malicious Mischief","Malicious Mischief","Open or Active","Northern","Malicious Mischief, Vandalism to Property","240288379"
"2024-05-06 00:00:00","2024-05-06 22:05:00","Tenderloin","Weapons Offense","Weapons Offense","Open or Active","Central","Weapon, Deadly, Imitation or Laser Scope, Exhibiting","240286191"
"2024-05-06 00:00:00","2024-05-06 22:05:00","Tenderloin","Disorderly Conduct","Disorderly Conduct","Open or Active","Central","Terrorist Threats","240286191"
"2024-05-06 00:00:00","2024-05-06 22:30:00","South of Market","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Southern","Vehicle, Stolen, Auto","240288448"
"2024-05-06 00:00:00","2024-05-06 22:30:00","Mission","Larceny Theft","Larceny Theft","Open or Active","Mission","License Plate, Stolen","240287406"
"2024-05-06 00:00:00","2024-05-06 23:00:00","Hayes Valley","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Park","Vehicle, Stolen, Auto","240287939"
"2024-05-06 00:00:00","2024-05-06 23:00:00","Outer Richmond","Malicious Mischief","Malicious Mischief","Open or Active","Richmond","Malicious Mischief, Vandalism to Property","240287779"
"2024-05-06 00:00:00","2024-05-06 23:00:00","Tenderloin","Other","Other","Open or Active","Tenderloin","Death Report, Cause Unknown","240289452"
"2024-05-06 00:00:00","2024-05-06 23:09:00","Western Addition","Traffic Violation Arrest","Traffic Violation Arrest","Cite or Arrest Adult","Northern","Traffic Violation Arrest","240286232"
"2024-05-06 00:00:00","2024-05-06 23:09:00","Western Addition","Other Miscellaneous","Other Miscellaneous","Cite or Arrest Adult","Northern","Driving, No License Issued","240286232"
"2024-05-06 00:00:00","2024-05-06 23:26:00","Nob Hill","Non-Criminal","Non-Criminal","Open or Active","Central","Mental Health Detention","240286282"
"2024-05-06 00:00:00","2024-05-06 23:30:00","Potrero Hill","Recovered Vehicle","Recovered Vehicle","Open or Active","Bayview","Vehicle, Recovered, Auto","240273734"
"2024-05-07 00:00:00","2024-05-07 00:00:00","South of Market","Lost Property","Lost Property","Open or Active","Southern","Lost Property","240289048"
"2024-05-07 00:00:00","2024-05-07 00:00:00","Oceanview/Merced/Ingleside","Assault","Assault","Open or Active","Southern","Battery, former Spouse or Dating Relationship","240287321"
"2024-05-07 00:00:00","2024-05-07 00:00:00","Portola","Larceny Theft","Larceny Theft","Open or Active","Bayview","Theft, Other Property, >$950","240287274"
"2024-05-07 00:00:00","2024-05-07 00:00:00","South of Market","Lost Property","Lost Property","Open or Active","Mission","Lost Property","240287309"
"2024-05-07 00:00:00","2024-05-07 00:00:00","Bayview Hunters Point","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Ingleside","Vehicle, Recovered, Stolen outside SF","240287086"
"2024-05-07 00:00:00","2024-05-07 00:01:00","Bayview Hunters Point","Larceny Theft","Larceny Theft","Open or Active","Bayview","Theft, From Unlocked Vehicle, $50-$200","240286317"
"2024-05-07 00:00:00","2024-05-07 00:15:00","South of Market","Weapons Carrying Etc","Weapons Carrying Etc","Cite or Arrest Adult","Southern","Firearm, Possession By Prohibited Person","240286298"
"2024-05-07 00:00:00","2024-05-07 00:15:00","South of Market","Drug Violation","Drug Violation","Cite or Arrest Adult","Southern","Firearm, Armed While Possessing Controlled Substance","240286298"
"2024-05-07 00:00:00","2024-05-07 00:15:00","South of Market","Other Miscellaneous","Other Miscellaneous","Cite or Arrest Adult","Southern","Resisting, Delaying, or Obstructing  Peace Officer Duties","240286298"
"2024-05-07 00:00:00","2024-05-07 00:20:00","Financial District/South Beach","Recovered Vehicle","Recovered Vehicle","Open or Active","Central","Vehicle, Recovered, Auto","240280648"
"2024-05-07 00:00:00","2024-05-07 00:33:00","Mission","Recovered Vehicle","Recovered Vehicle","Open or Active","Mission","Vehicle, Recovered, Truck","240285529"
"2024-05-07 00:00:00","2024-05-07 01:15:00","Inner Sunset","Burglary","Burglary","Open or Active","Taraval","Burglary, Residence, Unlawful Entry","240286339"
"2024-05-07 00:00:00","2024-05-07 01:30:00","Inner Sunset","Burglary","Burglary","Open or Active","Taraval","Burglary, Other Bldg., Unlawful Entry","240286339"
"2024-05-07 00:00:00","2024-05-07 01:57:00","Mission","Missing Person","Missing Person","Open or Active","Mission","Missing Adult","240275514"
"2024-05-07 00:00:00","2024-05-07 02:20:00","South of Market","Burglary","Burglary","Open or Active","Southern","Burglary, Other Bldg., Forcible Entry","240286351"
"2024-05-07 00:00:00","2024-05-07 03:00:00","Excelsior","Burglary","Burglary","Open or Active","Ingleside","Burglary, Hot Prowl, Forcible Entry","240288250"
"2024-05-07 00:00:00","2024-05-07 03:00:00","Tenderloin","Burglary","Burglary","Open or Active","Central","Burglary, Other Bldg., Att. Forcible Entry","240287763"
"2024-05-07 00:00:00","2024-05-07 03:00:00","Tenderloin","Burglary","Burglary","Open or Active","Central","Burglary, Other Bldg., Unlawful Entry","240287763"
"2024-05-07 00:00:00","2024-05-07 03:31:00","South of Market","Assault","Assault","Open or Active","Tenderloin","Assault, Aggravated, W/ Gun","240286367"
"2024-05-07 00:00:00","2024-05-07 03:51:00","Financial District/South Beach","Burglary","Burglary","Open or Active","Central","Burglary, Other Bldg., Forcible Entry","240286721"
"2024-05-07 00:00:00","2024-05-07 04:06:00","West of Twin Peaks","Burglary","Burglary","Open or Active","Taraval","Burglary, Residence Under Constr, Forcible Entry","240290261"
"2024-05-07 00:00:00","2024-05-07 04:10:00","Tenderloin","Assault","Assault","Open or Active","Northern","Battery","240286389"
"2024-05-07 00:00:00","2024-05-07 04:30:00","Castro/Upper Market","Burglary","Burglary","Open or Active","Park","Burglary, Residence, Att. Forcible Entry","240286771"
"2024-05-07 00:00:00","2024-05-07 05:00:00","Tenderloin","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Northern","Vehicle, Stolen, Truck","240289032"
"2024-05-07 00:00:00","2024-05-07 05:04:00","Tenderloin","Disorderly Conduct","Disorderly Conduct","Cite or Arrest Adult","Central","Terrorist Threats","240286191"
"2024-05-07 00:00:00","2024-05-07 05:17:00","South of Market","Larceny Theft","Larceny Theft","Open or Active","Tenderloin","Theft, From Locked Vehicle, $50-$200","240286420"
"2024-05-07 00:00:00","2024-05-07 05:17:00","South of Market","Suspicious Occ","Suspicious Occ","Open or Active","Tenderloin","Suspicious Occurrence","240286420"
"2024-05-07 00:00:00","2024-05-07 05:17:00","South of Market","Other Miscellaneous","Other Miscellaneous","Open or Active","Tenderloin","Investigative Detention","240286420"
"2024-05-07 00:00:00","2024-05-07 05:27:00","Lone Mountain/USF","Burglary","Burglary","Open or Active","Park","Burglary, Other Bldg., Att. Forcible Entry","240286408"
"2024-05-07 00:00:00","2024-05-07 05:50:00","Sunset/Parkside","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Taraval","Vehicle, Stolen, Auto","240287199"
"2024-05-07 00:00:00","2024-05-07 06:00:00","Haight Ashbury","Larceny Theft","Larceny Theft","Open or Active","Northern","Theft, From Building, >$950","240288498"
"2024-05-07 00:00:00","2024-05-07 06:40:00","Mission","Drug Offense","Drug Offense","Cite or Arrest Adult","Mission","Narcotics Paraphernalia, Possession of","240286549"
"2024-05-07 00:00:00","2024-05-07 06:40:00","Mission","Drug Violation","Drug Violation","Cite or Arrest Adult","Mission","Firearm, Armed While Possessing Controlled Substance","240286549"
"2024-05-07 00:00:00","2024-05-07 06:40:00","Mission","Weapons Carrying Etc","Weapons Carrying Etc","Cite or Arrest Adult","Mission","Firearm, Carrying Loaded with Intent to Commit Felony","240286549"
"2024-05-07 00:00:00","2024-05-07 07:00:00","Tenderloin","Lost Property","Lost Property","Open or Active","Northern","Lost Property","240289509"
"2024-05-07 00:00:00","2024-05-07 07:47:00","Financial District/South Beach","Malicious Mischief","Malicious Mischief","Open or Active","Tenderloin","Malicious Mischief, Vandalism to Property","240287741"
"2024-05-07 00:00:00","2024-05-07 08:00:00","Tenderloin","Miscellaneous Investigation","Miscellaneous Investigation","Open or Active","Central","Miscellaneous Investigation","240288153"
"2024-05-07 00:00:00","2024-05-07 08:00:00","Outer Richmond","Missing Person","Missing Person","Open or Active","Richmond","Found Person","240286583"
"2024-05-07 00:00:00","2024-05-07 08:10:00","Tenderloin","Assault","Assault","Cite or Arrest Adult","Tenderloin","Battery","240286618"
"2024-05-07 00:00:00","2024-05-07 08:10:00","Tenderloin","Malicious Mischief","Malicious Mischief","Cite or Arrest Adult","Tenderloin","Malicious Mischief, Graffiti, Real or Personal Property","240286618"
"2024-05-07 00:00:00","2024-05-07 08:10:00","Tenderloin","Assault","Assault","Cite or Arrest Adult","Tenderloin","Assault, Aggravated, W/ Other Weapon","240286618"
"2024-05-07 00:00:00","2024-05-07 08:11:00","Castro/Upper Market","Other Miscellaneous","Other Miscellaneous","Open or Active","Mission","Extortion or Blackmail","240289496"
"2024-05-07 00:00:00","2024-05-07 08:30:00","South of Market","Case Closure","Case Closure","Exceptional Adult","Southern","Case Closure","230885838"
"2024-05-07 00:00:00","2024-05-07 08:30:00","South of Market","Miscellaneous Investigation","Miscellaneous Investigation","Exceptional Adult","Southern","Miscellaneous Investigation","230885838"
"2024-05-07 00:00:00","2024-05-07 08:40:00","Chinatown","Larceny Theft","Larceny Theft","Open or Active","Central","Theft, Pickpocket, <$50","240289292"
"2024-05-07 00:00:00","2024-05-07 08:40:00","Bayview Hunters Point","Recovered Vehicle","Recovered Vehicle","Open or Active","Bayview","Vehicle, Recovered, Auto","240285632"
"2024-05-07 00:00:00","2024-05-07 08:55:00","South of Market","Other Miscellaneous","Other Miscellaneous","Cite or Arrest Adult","Southern","Lodging Without Permission","240286652"
"2024-05-07 00:00:00","2024-05-07 08:55:00","South of Market","Other Miscellaneous","Other Miscellaneous","Cite or Arrest Adult","Southern","Resisting, Delaying, or Obstructing  Peace Officer Duties","240286652"
"2024-05-07 00:00:00","2024-05-07 08:56:00","Marina","Non-Criminal","Non-Criminal","Open or Active","Northern","Aided Case","240286737"
